category_id,product_name,product_price,product_img_url
4,CJ 비비고 사골곰탕 500g 18봉,22900,http://gdimg.gmarket.co.kr/2359253168/still/600?ver=1649756448
4,[한성기업]한성 해물경단 1kg X 2개,23660,http://gdimg.gmarket.co.kr/2321519754/still/600?ver=1649659781
4,[진라면]진라면 매운맛 40봉,22900,http://gdimg.gmarket.co.kr/1614191721/still/600?ver=1643854326
5,[신세계푸드]신세계푸드 고당도 블랙라벨 오렌지 5kg 대과,27900,http://gdimg.gmarket.co.kr/2059828827/still/600?ver=1615448557
5,성주 고당도 참외 중과 2kg 6-9과 /불만족 시 전액환불,18900,http://gdimg.gmarket.co.kr/2384598742/still/600?ver=1649896905
5,대저토마토 2.5kg 실속 (2S-2L) 랜덤발송/행사특가,13900,http://gdimg.gmarket.co.kr/2384519491/still/600?ver=1649917647
5,밀양 얼음골 사과  6kg(35-45과/소과),16900,http://gdimg.gmarket.co.kr/2398850288/still/600?ver=1648776183
5,만나몰 레드 자몽 중대과 8개(개당320g내외/플로리다),14900,http://gdimg.gmarket.co.kr/1961941341/still/600?ver=1649307993
5,[Gfresh]산과들에 간식 견과류 달고나아몬드18g x30봉,10500,http://gdimg.gmarket.co.kr/2151824932/still/600?ver=1647480744
5,12brix이상  퓨어스펙 블랙라벨 고당도 오렌지 20과 (중소과),20900,http://gdimg.gmarket.co.kr/2398624267/still/600?ver=1650036682
5,대한농산 스테비아 대추방울 토망고 500g+500g,13440,http://gdimg.gmarket.co.kr/1826410399/still/600?ver=1649825066
5,12brix이상 이온수 세척사과 2.5kg 소과/2개구매시 6kg,11900,http://gdimg.gmarket.co.kr/2319996030/still/600?ver=1649226213
5,[G]PSK 항공직송 태국 골드망고 대과 5kg(12-14개),45400,http://gdimg.gmarket.co.kr/2373610221/still/600?ver=1649925421
5,전북 더조은 당도높고 맛있는 사과 3kg (약 10-15과),10500,http://gdimg.gmarket.co.kr/2406569333/still/600?ver=1649213446
5,수창이네 마켓 초특가 행사 9kg 소과 (45-65) 가정용,17900,http://gdimg.gmarket.co.kr/2071189455/still/600?ver=1635309130
5,서래푸드 구운아몬드 1kg 15%쿠폰 햇 견과,13900,http://gdimg.gmarket.co.kr/1999684957/still/600?ver=1648188125
5,스테비아토마토 고당도 샤인 달콤 마토 500g+500g,15900,http://gdimg.gmarket.co.kr/2005144643/still/600?ver=1645357482
5,[너트리]볶음땅콩 3.75kg 알큰사이즈 햇 쿠폰증정,22900,http://gdimg.gmarket.co.kr/1278109016/still/600?ver=1623824932
5,당도선별 블랙라벨 오렌지 중소과 25과,16900,http://gdimg.gmarket.co.kr/2359300853/still/600?ver=1646021504
5,(행사상품)신선농장 참외1.2KG 봉 ,9990,http://gdimg.gmarket.co.kr/2387499840/still/600?ver=1650100738
5,10종 믹스너트 국민안주 믹스넛 1kg+1kg 견과 MD3,10000,http://gdimg.gmarket.co.kr/1538813893/still/600?ver=1625008409
5,성주참외 2.5kg내외 (크기랜덤)가정용,15900,http://gdimg.gmarket.co.kr/2034629367/still/600?ver=1649636602
5,포도 고당도 블랙사파이어800g/2세트 구매시 총2kg발송,13800,http://gdimg.gmarket.co.kr/1854693531/still/600?ver=1636433845
5,[썬키스트][고당도]썬키스트 블랙라벨 오렌지 6.4kg  40과 (20과x2박스  과당 160g내외),27900,http://gdimg.gmarket.co.kr/2372101790/still/600?ver=1649060913
5,성주꿀참외  3시간특가 4.5KG실중량 가정용랜덤,21900,http://gdimg.gmarket.co.kr/2034946198/still/600?ver=1619698895
5,[하루견과]하루견과시그니처오리지널50낱봉,31900,http://gdimg.gmarket.co.kr/2283290022/still/600?ver=1649893301
5,세이블 블랙포도 1kg x 2팩 (총2kg) 초고당도,20900,http://gdimg.gmarket.co.kr/2070068825/still/600?ver=1616395505
5,(깨비농원) 천혜향 4kg 가정용(크기랜덤),22900,http://gdimg.gmarket.co.kr/2382296408/still/600?ver=1646982588
5,산지직송 당도선별 가정용  성주참외 5kg 랜덤 실중량,27900,http://gdimg.gmarket.co.kr/2061782268/still/600?ver=1649038066
5,[Gfresh]퓨어스펙 고당도 오렌지 중소과 40과,29900,http://gdimg.gmarket.co.kr/2035619446/still/600?ver=1649636636
5,사과10kg..부사선물 사과10kg(50과이상)가정용,21900,http://gdimg.gmarket.co.kr/2317207163/still/600?ver=1640176568
5,(행사상품)HB 블랙라벨오렌지 미국산 _8-12입 봉  2.1KG내외 ,11990,http://gdimg.gmarket.co.kr/921271879/still/600?ver=1650100711
5,(행사상품)성주 한입참외1.2KG 봉 ,8990,http://gdimg.gmarket.co.kr/1273999051/still/600?ver=1650097201
6,국내산 다진마늘  1kg/냉장/쿠폰9770원,11500,http://gdimg.gmarket.co.kr/1404866393/still/600?ver=1541056391
6,청양 칠갑산 못난이 생표고버섯 2kg,16500,http://gdimg.gmarket.co.kr/2098171993/still/600?ver=1634861592
6,도곡팜 미니 파프리카 1.5kg (벌크),27000,http://gdimg.gmarket.co.kr/2317573516/still/600?ver=1640763178
6,생 명이나물 산마늘 1kg  /봄나물 장아찌 최대 15%쿠폰,21900,http://gdimg.gmarket.co.kr/1769558751/still/600?ver=1584358015
6,굿뜨래 다다기 오이 5kg(특)농협/굿뜨래,15900,http://gdimg.gmarket.co.kr/1784244577/still/600?ver=1648172501
6,해남 비세척 햇 꿀고구마 특상 5kg 베니하루카,14900,http://gdimg.gmarket.co.kr/2374789816/still/600?ver=1650011599
6,전북 상덕 무주 대학 못난이 옥수수 (20개),17000,http://gdimg.gmarket.co.kr/2400718470/still/600?ver=1648687634
6,고창 김민상님의 황토밭 꿀고구마 5kg 특상 /15980쿠폰,18800,http://gdimg.gmarket.co.kr/1668263057/still/600?ver=1649117509
6,꿀밤고구마 해남 꿀고구마 특상 5kg,18900,http://gdimg.gmarket.co.kr/2327620460/still/600?ver=1641445284
6,오아로 트리벨리 파프리카 1.2kg / 15%할인가 11820원,13900,http://gdimg.gmarket.co.kr/2230017775/still/600?ver=1649346834
6,더주 바로먹는 황금옥수수 더블(2개입)450g X 5팩,30800,http://gdimg.gmarket.co.kr/2317854562/still/600?ver=1640240658
6,(묶음할인) 국산 애호박 개 ,1490,http://gdimg.gmarket.co.kr/1273998983/still/600?ver=1650053042
6,친환경 유기농 모듬 쌈채소 1kg 당일수확 산지직송,12900,http://gdimg.gmarket.co.kr/1155403832/still/600?ver=1612856787
6,봄향기 가득한 자연산 야생 참(산)두릅 상 1kg,31900,http://gdimg.gmarket.co.kr/1317776180/still/600?ver=1617244028
6,(행사상품)대파 봉 ,2400,http://gdimg.gmarket.co.kr/1170875788/still/600?ver=1650100714
6,산지직송 보성 무농약 갈색 팽이버섯 4개입,7900,http://gdimg.gmarket.co.kr/2404345562/still/600?ver=1649903394
6,(묶음할인)청양고추150g 봉 ,1590,http://gdimg.gmarket.co.kr/720506808/still/600?ver=1650054241
6,햇무 국산 개,1790,http://gdimg.gmarket.co.kr/701535872/still/600?ver=1650054342
6,(행사상품)새벽양상추 통,1990,http://gdimg.gmarket.co.kr/701319680/still/600?ver=1650100099
6,(묶음할인)팽이버섯350 봉 ,1490,http://gdimg.gmarket.co.kr/701328942/still/600?ver=1650054335
6,참살이국산콩나물500G,2190,http://gdimg.gmarket.co.kr/701347779/still/600?ver=1650054578
6,(전단상품)감자_900G 봉 ,5390,http://gdimg.gmarket.co.kr/1163724977/still/600?ver=1650017020
6,양파_1.6KG 망 ,2990,http://gdimg.gmarket.co.kr/791051627/still/600?ver=1650093575
6,2021년 토글토글 무안 황토 꿀고구마 3kg 2박스 / 총6kg,20900,http://gdimg.gmarket.co.kr/2358982256/still/600?ver=1650102839
6,꿀밤고구마 왕(튀김용) 10kg  당도보장 2021꿀고구마,23900,http://gdimg.gmarket.co.kr/1676974669/still/600?ver=1609074367
6,[초이스엘]햇양파 (1.5KG),2990,http://gdimg.gmarket.co.kr/2152901465/still/600?ver=1650098964
6,(행사상품)산지그대로싱싱양배추 국산 통,2990,http://gdimg.gmarket.co.kr/707275990/still/600?ver=1650100096
6,알록달록 삶은 찰옥수수 30개 /냉동/대용량,16900,http://gdimg.gmarket.co.kr/2057513714/still/600?ver=1647250382
6,지금한끼컷팅양배추개,990,http://gdimg.gmarket.co.kr/701010066/still/600?ver=1650054518
6,친환경인증 유기농 모듬쌈채소1Kg특가 /쿠폰가 12670원,14900,http://gdimg.gmarket.co.kr/232558632/still/600?ver=1649290278
7,[동원에프앤비]동원 라이트 스탠다드 참치 150g 원터치 10개,17900,http://gdimg.gmarket.co.kr/1579104167/still/600?ver=1649308067
7,[스팸]스팸 클래식 200g x9개,24750,http://gdimg.gmarket.co.kr/1552234801/still/600?ver=1638246029
7,[스팸]스팸 클래식 340g x6+스팸 25%라이트 340g x2,30510,http://gdimg.gmarket.co.kr/2206621310/still/600?ver=1635468767
7,[리챔]동원 리챔 (햄/통조림) 200g x 10캔,18500,http://gdimg.gmarket.co.kr/1728110507/still/600?ver=1619077245
7,[스팸]스팸 25%라이트 200g x9개,24750,http://gdimg.gmarket.co.kr/1552323183/still/600?ver=1638241502
7,[스팸]스팸 25%라이트 340g x9개,34110,http://gdimg.gmarket.co.kr/1473201843/still/600?ver=1648428351
7,[동원에프앤비]동원 자연산골뱅이 300g x 5개+랜덤증정,23000,http://gdimg.gmarket.co.kr/1693455586/still/600?ver=1645063095
7,[사조해표]사조해표 올리브유 900mL 3개,21400,http://gdimg.gmarket.co.kr/2053552111/still/600?ver=1629443762
7,[리챔]리챔 오리지널 200g 10캔,17900,http://gdimg.gmarket.co.kr/1579165613/still/600?ver=1650001761
7,[샘표]샘표 양조간장701 1.7L+501 500ml 특별기획,12900,http://gdimg.gmarket.co.kr/1680974568/still/600?ver=1642047060
7,[밥상마루]광천김 밥상마루 참기름 350ML 1+1 2병,20900,http://gdimg.gmarket.co.kr/2009878418/still/600?ver=1650100108
7,포도씨유 5병(900ml 5),34900,http://gdimg.gmarket.co.kr/1918259904/still/600?ver=1649626361
7,사조 참치캔(100g) 16개 골라담기,21900,http://gdimg.gmarket.co.kr/2378274574/still/600?ver=1649937907
7,[씨름]씨름 화유 500ml + 씨름 파유 500ml 세트 SNS에서 핫한,16900,http://gdimg.gmarket.co.kr/2190305510/still/600?ver=1649895261
7,[동원참치]동원 라이트 스탠다드 참치 100g 15캔 원터치,21900,http://gdimg.gmarket.co.kr/1607527508/still/600?ver=1638855112
7,[동원참치]DHA 참치 150g 원터치 10개,16900,http://gdimg.gmarket.co.kr/1579106890/still/600?ver=1648096126
7,[샘표]양조간장 701 1.7L+501 500ml 특별기획,12900,http://gdimg.gmarket.co.kr/1810952702/still/600?ver=1650002065
7,[동원참치]고추참치 100g 15캔,21900,http://gdimg.gmarket.co.kr/1619233816/still/600?ver=1649119653
7,[동원에프앤비]DHA 참치 100g 원터치 15개,20900,http://gdimg.gmarket.co.kr/1579105558/still/600?ver=1647238739
7,[동원참치]고추참치 150g 15캔,26900,http://gdimg.gmarket.co.kr/1686018019/still/600?ver=1649317739
7,맛능 한알 육수 대용량 200g(50알 개별포장) (1+1),20400,http://gdimg.gmarket.co.kr/2407980655/still/600?ver=1649312550
7,[한국맥꾸룸]성명례 맥 청국장 4팩+맥 生 청국장 4팩,10900,http://gdimg.gmarket.co.kr/2359369749/still/600?ver=1649894398
7,[사조참치]참치3종세트(살코기100gx2+고추85gx5+마일드85gx5),14000,http://gdimg.gmarket.co.kr/1787957433/still/600?ver=1649823251
7,[해찬들]해찬들 태양초 골드고추장2kg 2개,23310,http://gdimg.gmarket.co.kr/1820759802/still/600?ver=1635468439
7,[샘표]샘표 맑은조선간장 930ml+930ml +지퍼백 증정,14900,http://gdimg.gmarket.co.kr/1713129889/still/600?ver=1620364758
